"TechGroup","regio_inv","TimePeriod","non_western_share","onshored_patents","reg_label","TechGroup_No","regio_tech","N_patents_TechGroup","imputed_N_inv_ChinaIndia","N_inv_regiotech","imputed_N_inv_regiotech","ChinaIndia_share_imputed","imputed_N_inv_nonwestern","non_western_share_imputed","imputed_N_inv_anglosaxon","anglosaxon_share_imputed","N_inv_nonwestern"
"Information & Communication Technology","North Carolina","1985",8.81623985389815,8,"NC","04","NC04",10703,2.0833562506195,117,45.3259355334582,4.59638885794564,3.6713358019476,8.09985664661577,32.1261592444035,70.878094111679,10.3150006290608
"Information & Communication Technology","North Dakota","2005",5.09790503835097,3,"ND","04","ND04",80438,29.510599496847,260,136.568093385214,21.6087072502413,37.1544591583502,27.2058123075275,65.6585829406838,48.0775423549938,13.2545530997125
"Information & Communication Technology","Idaho","2010",4.26320597735668,6,"ID","04","ID04",123755,0.38202789898252,72,40.1589566219916,0.951289403702576,1.20263653921588,2.99469070009976,23.3007384704534,58.0212745310558,3.06950830369681
"Information & Communication Technology","Nebraska","2010",3.42845804826073,1,"NE","04","NE04",123755,1.50280715141939,67,38.2466253542778,3.92925424792101,2.08593132834014,5.45389641312979,22.2225292951591,58.1032420228249,2.29706689233469
"Information & Communication Technology","Washington","1985",2.8986601443751,0,"WA","04","WA04",10703,2.0762545138924,46,37.7263774799443,5.50345581151056,3.47320749266722,9.20631060990049,22.5153476852005,59.680651017103,1.33338366641254
"Information & Communication Technology","Vermont","2010",10.1406393905308,13,"VT","04","VT04",123755,38.8103779361753,320,195.057789306817,19.8968613732869,50.2146366218971,25.7434664877248,100.06288602965,51.2990977623848,32.4500460496984
"Information & Communication Technology","Tennessee","2005",3.59928897282181,13,"TN","04","TN04",80438,17.4747585298139,187,138.447470817121,12.6219413230718,19.9915322847208,14.4397959505726,80.0718047908903,57.8355128615239,6.73067037917679
"Information & Communication Technology","New Hampshire","1990",8.3370602567637,2,"NH","04","NH04",18952,2.74189001247946,411,79.7437190757554,3.43837739731539,4.04023460236911,5.06652392087575,44.8839389207117,56.2852340484303,34.2653176552988
"Information & Communication Technology","Vermont","2000",9.27503253509443,14,"VT","04","VT04",74994,17.5485349373909,268,152.958351347456,11.4727537155053,25.049484675579,16.3766701555754,86.9397929241877,56.8388663700339,24.8570871940531
"Information & Communication Technology","Missouri","2005",6.23925451380482,14,"MO","04","MO04",80438,40.987594298863,239,278.774319066148,14.7027869841689,59.5022907233457,21.3442511213621,131.982092244141,47.3437053621945,14.9118182879935
"Information & Communication Technology","North Carolina","1990",9.44347836135146,48,"NC","04","NC04",18952,7.53178460448451,247,231.603497141759,3.25201678620357,13.7156459534769,5.92203750061763,157.612230137403,68.0526123666139,23.3253915525381
"Information & Communication Technology","Oklahoma","2010",7.29212098151485,5,"OK","04","OK04",123755,44.6865978470332,261,406.370394389201,10.9965190535595,66.9357631621978,16.4716140955116,229.422198952062,56.4564254974572,19.0324357617538
"Information & Communication Technology","North Dakota","1990",3.1085635214863,0,"ND","04","ND04",18952,4.53699772995145,305,75.5831772109334,6.00265548150992,6.81862739504919,9.02135587132059,43.0181475553331,56.9149765102894,9.48111874053323
"Information & Communication Technology","West Virginia","2010",4.82467459637252,1,"WV","04","WV04",123755,47.7022899287743,59,180.715304798962,26.3963752167206,52.3635759822963,28.9757284478746,89.6264323094186,49.5953745639441,2.84655801185979
"Information & Communication Technology","Florida","1990",11.8800119968105,5,"FL","04","FL04",18952,9.60968935777156,215,298.51887880098,3.21912282277405,19.2625146823737,6.45269564181095,166.680860393168,55.8359528424642,25.5420257931425
"Information & Communication Technology","West Virginia","1995",4.03099041397272,0,"WV","04","WV04",51170,12.5465040664127,77,112.898832684825,11.1130503018028,14.6162391058263,12.9463155271321,66.5496211245172,58.9462437670202,3.103862618759
"Information & Communication Technology","North Carolina","1980",8.0675140620379,2,"NC","04","NC04",11329,1.18905108086822,54,30.9820819522506,3.83786694096535,2.08768305067781,6.73835623408182,23.03242228841,74.3411056878213,4.35645759350047
"Information & Communication Technology","West Virginia","2005",8.82864774591036,3,"WV","04","WV04",80438,26.9362259294595,40,118.400778210117,22.7500412891356,29.9465893743184,25.2925612711553,60.4975509693184,51.0955686980014,3.53145909836414
"Information & Communication Technology","Michigan","1985",5.09297841166537,11,"MI","04","MI04",10703,7.89598389427062,47,124.714175913917,6.3312641377038,13.7561136641206,11.0301123054493,74.4250997787884,59.6765357533694,2.39369985348272
"Information & Communication Technology","Illinois","1980",9.31594717573336,4,"IL","04","IL04",11329,4.45280365212848,162,100.181582360571,4.44473280138666,8.54374954336626,8.52826372078636,58.6213797794558,58.5151266312279,15.091834424688
"Information & Communication Technology","Florida","1995",9.15907574263926,15,"FL","04","FL04",51170,27.4596098158141,311,514.316904453091,5.33904477532463,48.7289333073606,9.47449576038676,279.855165446774,54.4129821562765,28.4847255596081
"Information & Communication Technology","Oklahoma","2000",5.7491828046886,3,"OK","04","OK04",74994,22.299228876973,168,318.663231973867,6.99774138950604,37.2037556606339,11.6749445582994,199.333831558624,62.5531318200432,9.65862711187684
"Information & Communication Technology","Arkansas","2000",4.2813392520991,3,"AR","04","AR04",74994,1.89992573678655,79,26.2428543978479,7.23978309669833,2.07818058710458,7.91903409438192,15.9224275356989,60.6733829114437,3.38225800915829
"Information & Communication Technology","Maine","1990",4.52197781891763,0,"ME","04","ME04",18952,1.11743169546699,244,24.2698275447951,4.60420121817731,1.30353735919153,5.37102027933891,12.1498825822308,50.0616766221583,11.033625878159
"Information & Communication Technology","Maine","2000",4.49322332726157,5,"ME","04","ME04",74994,5.40400273821722,275,52.4857087956958,10.2961412967722,6.0795998550032,11.5833433414579,23.8701843550642,45.4793979214047,12.3563641499693
"Information & Communication Technology","Delaware","1990",10.1617280844326,6,"DE","04","DE04",18952,10.4393793192889,690,196.58560311284,5.31034783523628,16.0469671150098,8.16283942512248,120.915486415057,61.5078034710665,70.1159237825852
"Information & Communication Technology","Delaware","1995",14.5513396388657,71,"DE","04","DE04",51170,29.6150641990973,1178,338.696498054475,8.74383537155265,41.650586364337,12.2973182786313,203.015651442785,59.9402865423582,171.414780945838
"Information & Communication Technology","Florida","1985",6.62739900024478,2,"FL","04","FL04",10703,2.72609698721577,100,58.4216025363885,4.66624821788788,5.31423626232115,9.09635482698565,33.9746215082223,58.1542101435181,6.62739900024478
"Information & Communication Technology","Arkansas","1995",3.7999942252235,3,"AR","04","AR04",51170,1.08442429841021,97,20.9071912379305,5.18684832443114,1.19634741094602,5.72218141275509,13.6073383107356,65.084487705114,3.6859943984668
"Information & Communication Technology","Maine","2005",9.34042886400331,10,"ME","04","ME04",80438,6.13670419225542,239,43.852140077821,13.9940814322062,6.77776590154051,15.4559524107889,18.5443613586302,42.2883839322801,22.3236249849679
"Information & Communication Technology","Georgia","2010",19.3429153978775,138,"GA","04","GA04",123755,21.7978887003004,541,307.885334101936,7.07987236997897,43.7531155264495,14.210847572221,169.897056106369,55.1819256353792,104.645172302517
"Information & Communication Technology","Missouri","2010",14.5842433308075,25,"MO","04","MO04",123755,69.4950808986962,466,425.49370706634,16.3328105080203,98.9497775973743,23.2552857901484,195.529965544789,45.9536680090791,67.962573921563
"Information & Communication Technology","California","2000",34.0132677124142,958,"CA","04","CA04",74994,535.394922771639,4716,3932.67918047749,13.6139994696092,924.491814091861,23.5079387782558,1856.32465344048,47.2025448364972,1604.06570531745
"Information & Communication Technology","Maryland","1995",12.2395355731619,15,"MD","04","MD04",51170,24.6330824701372,312,324.360138348465,7.59436180893273,39.5050506889917,12.1793790353335,178.572451396199,55.0537597823923,38.187350988265
"Information & Communication Technology","California","1985",22.1978534182192,22,"CA","04","CA04",10703,32.2639963360938,554,355.890017773935,9.06572107245455,60.7477763768542,17.0692554842721,192.592394956864,54.1157057906582,122.976107936934
"Information & Communication Technology","Delaware","1985",NA,1,"DE","04","DE04",10703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Information & Communication Technology","West Virginia","1980",NA,2,"WV","04","WV04",11329,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Information & Communication Technology","Maine","1995",4.72412508991014,0,"ME","04","ME04",51170,3.09031352806579,307,41.8143824758611,7.39055163579133,3.50688536897853,8.38679220242703,20.3995071311046,48.7858624789713,14.5030640260241
"Information & Communication Technology","California","1980",13.8163996701727,21,"CA","04","CA04",11329,20.0224018848832,380,243.264999759812,8.2306957041302,35.5124726631414,14.5982663754361,138.076554263345,56.7597288552298,52.5023187466563
"Information & Communication Technology","Michigan","1990",4.50648060116996,16,"MI","04","MI04",18952,27.8561640924733,575,637.256328961906,4.37126519211682,49.9968258099244,7.84563817378942,365.132534676614,57.2975925200173,25.9122634567273
"Information & Communication Technology","Maine","2010",11.1847089894314,15,"ME","04","ME04",123755,10.3082415020661,361,66.9315943699861,15.4011593464873,11.3238921169293,16.9186050676349,27.4732600146672,41.046773610083,40.3767994518474
"Information & Communication Technology","Maryland","1990",12.8064479486849,3,"MD","04","MD04",18952,8.76407794127194,125,188.264519383196,4.65519364455148,15.3987095926542,8.17929456017757,106.357192992018,56.4934876420006,16.0080599358562
"Information & Communication Technology","California","1990",20.5422350534973,64,"CA","04","CA04",18952,110.521472028691,922,1818.50350674929,6.07760565863609,220.470401634816,12.1237270545011,944.866040341961,51.958439279063,189.399407193245
"Information & Communication Technology","California","1995",28.0922812599766,450,"CA","04","CA04",51170,306.184776057922,2738,3133.09194408416,9.77260742813673,553.227249256196,17.6575491281316,1586.41874910658,50.634286430758,769.166660898159
"Information & Communication Technology","Connecticut","2005",15.2089031632938,149,"CT","04","CT04",80438,135.587010716799,601,927.15953307393,14.6239137796782,198.122730466076,21.3687853490774,412.375245989183,44.4772696907924,91.4055080113957
"Instruments","Kansas","1995",NA,13,"KS","05","KS05",51957,NA,NA,NA,NA,NA,NA,NA,NA,NA
