"","organization","IPC1_US","IPC2_US","IPC3_US","organization_cleaned","pot_parent","pot_parent_country","IPC1","IPC2","IPC3","pot_parent_cleaned","name_diff_lv","name_diff_osa","name_diff_dl","name_diff_cosine","name_diff_jw","name_diff_jac","match"
"3378","doble","G01R","H03F","H02M","doble","dome","JP","B62D",NA,NA,"dome",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3379","dobly laboratories licensing","H04N","G09G","H04S","dobly","dome","JP","B62D",NA,NA,"dome",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3380","dolby laboratories licensing","H04N","G10L","H04S","dolby","dome","JP","B62D",NA,NA,"dome",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3381","dometic","E04F","E03D","B60H","dometic","dome","JP","B62D",NA,NA,"dome",3,3,3,0.244071053981546,0.142857142857143,0.428571428571429,NA
"3382","domo","G06T","G06F","H04L","domo","dome","JP","B62D",NA,NA,"dome",1,1,1,0.183503419072274,0.166666666666667,0.25,NA
"3383","donn","E04B","E04F","B21D","donn","dome","JP","B62D",NA,NA,"dome",2,2,2,0.591751709536137,0.333333333333333,0.6,NA
"3384","dose medical","A61F","A61B",NA,"dose","dome","JP","B62D",NA,NA,"dome",1,1,1,0.25,0.166666666666667,0.4,NA
"3385","dover","B67D","F16L","F16K","dover","dome","JP","B62D",NA,NA,"dome",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3386","dover chemical","C10M","C08K","C07F","dover","dome","JP","B62D",NA,NA,"dome",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3387","dow chemical","C08G","B01D","C07F","dow","dome","JP","B62D",NA,NA,"dome",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"3388","dowco","B63B","C09K","B62J","dowco","dome","JP","B62D",NA,NA,"dome",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3389","dominion voting systems","G06K","G07C",NA,"dominion voting","dominion voting systems","CA","G07C",NA,NA,"dominion voting",0,0,0,0,0,0,1
"3390","dober chemical","B01D","C02F","C09K","dober","domtar","CA","C04B","B65D","G01N","domtar",3,3,3,0.452277442494834,0.3,0.625,NA
"3391","dometic","E04F","E03D","B60H","dometic","domtar","CA","C04B","B65D","G01N","domtar",3,3,3,0.382786600151632,0.253968253968254,0.555555555555556,NA
"3392","domo","G06T","G06F","H04L","domo","domtar","CA","C04B","B65D","G01N","domtar",3,3,3,0.333333333333333,0.25,0.5,NA
"3393","donlar","C08G","A01N","C05G","donlar","domtar","CA","C04B","B65D","G01N","domtar",2,2,2,0.333333333333333,0.222222222222222,0.5,NA
"3394","dover","B67D","F16L","F16K","dover","domtar","CA","C04B","B65D","G01N","domtar",3,3,3,0.452277442494834,0.3,0.625,NA
"3395","dover chemical","C10M","C08K","C07F","dover","domtar","CA","C04B","B65D","G01N","domtar",3,3,3,0.452277442494834,0.3,0.625,NA
"3396","dolby laboratories licensing","H04N","G10L","H04S","dolby","dongbu chemical","KR","C08J",NA,NA,"dongbu",3,3,3,0.452277442494834,0.3,0.625,NA
"3397","donlar","C08G","A01N","C05G","donlar","dongbu chemical","KR","C08J",NA,NA,"dongbu",3,3,3,0.5,0.333333333333333,0.666666666666667,NA
"3398","donn","E04B","E04F","B21D","donn","dongbu chemical","KR","C08J",NA,NA,"dongbu",3,3,3,0.333333333333333,0.25,0.5,NA
"3399","donlar","C08G","A01N","C05G","donlar","doosan","KR","H01L","A61K","B66F","doosan",3,3,3,0.278312163512968,0.333333333333333,0.428571428571429,NA
"3400","donn","E04B","E04F","B21D","donn","doosan","KR","H01L","A61K","B66F","doosan",3,3,3,0.278312163512968,0.25,0.4,NA
"3401","dose medical","A61F","A61B",NA,"dose","doosan","KR","H01L","A61K","B66F","doosan",3,3,3,0.292893218813453,0.25,0.5,NA
"3402","donlar","C08G","A01N","C05G","donlar","douglas equipment",NA,NA,NA,NA,"douglas",3,3,3,0.382786600151632,0.253968253968254,0.555555555555556,NA
"3403","dr reddy s laboratories","A61K","C07D","C09D","dr reddy s","dr reddy s laboratories","IN","A61K","C07D","C07C","dr reddy s",0,0,0,0,0,0,1
"3404","draeger medical systems","A61B","G06F","A61G","draeger","dräger medical","DE","A61M","A61B","A61G","drager",1,1,1,0.0405967763997531,0.103174603174603,0,NA
"3405","draft systems","B67D","G05D","F16K","draft","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3406","dragon systems","G10L","G06F",NA,"dragon","dräger medical","DE","A61M","A61B","A61G","drager",2,2,2,0.278312163512968,0.222222222222222,0.428571428571429,NA
"3407","draper","G03B","G07F","D03D","draper","dräger medical","DE","A61M","A61B","A61G","drager",1,1,1,0.125,0.111111111111111,0.333333333333333,NA
"3408","dravo","B01D","B65G","C10G","dravo","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3409","dresser","E21B","F16K","G01L","dresser","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.313593527016356,0.253968253968254,0.5,NA
"3410","drew","G07C","B60K","H04N","drew","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.292893218813453,0.25,0.5,NA
"3411","drew chemical","C23F","A01N","C02F","drew","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.292893218813453,0.25,0.5,NA
"3412","drexler","G11B","G06K","B42D","drexler","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.253797492755364,0.253968253968254,0.571428571428571,NA
"3413","drg","C07K","G01N","A61B","drg","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.183503419072274,0.166666666666667,0.4,NA
"3414","drilex systems","E21B",NA,NA,"drilex","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3415","drypers","A61F",NA,NA,"drypers","dräger medical","DE","A61M","A61B","A61G","drager",3,3,3,0.292893218813453,0.253968253968254,0.625,NA
"3416","dsc communications","H04Q","H04L","H04J","dsc","dsm","NL","C07C",NA,NA,"dsm",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"3417","dscg solutions","G01S","H04R","G01C","dscg","dsm","NL","C07C",NA,NA,"dsm",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"3418","dsm solutions","H01L","H04L","H03K","dsm","dsm","NL","C07C",NA,NA,"dsm",0,0,0,0,0,0,1
"3419","dsp","H04L","H04B","G06F","dsp","dsm","NL","C07C",NA,NA,"dsm",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"3420","dssd","G06F","H04L",NA,"dssd","dsm","NL","C07C",NA,NA,"dsm",2,2,2,0.183503419072274,0.277777777777778,0.333333333333333,NA
"3421","dst","G06K","G06F","G06Q","dst","dsm","NL","C07C",NA,NA,"dsm",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"3422","dsu medical","A61M","A61F","A01N","dsu","dsm","NL","C07C",NA,NA,"dsm",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"3423","duke energy","H02J","G01R","G05F","duke","dudley","GB","A47K","A61L",NA,"dudley",3,3,3,0.292893218813453,0.25,0.5,NA
"3424","duke manufacturing","A47J","F24C","A21B","duke","dudley","GB","A47K","A61L",NA,"dudley",3,3,3,0.292893218813453,0.25,0.5,NA
"3425","duly","H05H","H01J","H03F","duly","dudley","GB","A47K","A61L",NA,"dudley",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"3426","durel","H05B","B29C","G01D","durel","dudley","GB","A47K","A61L",NA,"dudley",3,3,3,0.209430584957905,0.261111111111111,0.333333333333333,NA
"3427","durex","B65G","H05B","F24H","durex","dudley","GB","A47K","A61L",NA,"dudley",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3428","dukane","B29C","B06B","G02B","dukane","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.382786600151632,0.253968253968254,0.555555555555556,NA
"3429","dura automotive systems","B60T","B60N","B60J","dura","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.244071053981546,0.142857142857143,0.428571428571429,NA
"3430","dura pharmaceuticals","A61M","A61K","A61J","dura","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.244071053981546,0.142857142857143,0.428571428571429,NA
"3431","dura tap","A61B",NA,NA,"dura tap","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.282862834399364,0.220238095238095,0.444444444444444,NA
"3432","duracell","H01M","B65D","H01C","duracell","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.402385695332803,0.220238095238095,0.444444444444444,NA
"3433","durakon","B60R","B62D","B32B","durakon","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.428571428571429,0.285714285714286,0.6,NA
"3434","duramax","B32B","E21B","B05D","duramax","duratex","BR","E03C","B41C","F16K","duratex",2,2,2,0.244071053981546,0.19047619047619,0.375,NA
"3435","duramed pharmaceuticals","A61K","A61F","C07J","duramed","duratex","BR","E03C","B41C","F16K","duratex",2,2,2,0.244071053981546,0.19047619047619,0.375,NA
"3436","durel","H05B","B29C","G01D","durel","duratex","BR","E03C","B41C","F16K","duratex",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"3437","durex","B65G","H05B","F24H","durex","duratex","BR","E03C","B41C","F16K","duratex",2,2,2,0.154845745271484,0.0952380952380952,0.285714285714286,NA
"3438","dyadic","C12N","D06P","C12Y","dyadic","dynic","JP","H01L","B41M","B42C","dynic",2,2,2,0.209430584957905,0.177777777777778,0.333333333333333,NA
"3439","dyax","C07K","A61K","G01N","dyax","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3440","dyco","B65G","B65B","B29C","dyco","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"3441","dymax","C09D","G02B","C09J","dymax","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.6,0.4,0.75,NA
"3442","dynamic","B60T","G01M","B64C","dynamic","dynic","JP","H01L","B41M","B42C","dynic",2,2,2,0.154845745271484,0.0952380952380952,0.285714285714286,NA
"3443","dynamic systems","G01N","F15B","B23K","dynamic","dynic","JP","H01L","B41M","B42C","dynic",2,2,2,0.154845745271484,0.0952380952380952,0.285714285714286,NA
"3444","dynamics","G06K","G06Q","B41J","dynamics","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.209430584957905,0.125,0.375,NA
"3445","dyneer","F16H","F16D","F02B","dyneer","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.525658350974743,0.3,0.571428571428571,NA
"3446","dynelec","C03B",NA,NA,"dynelec","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.403715206000056,0.20952380952381,0.428571428571429,NA
"3447","dyneon","C08L","C07C","C08K","dyneon","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3448","dynetics","B42D","G06K","B43M","dynetics","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.209430584957905,0.125,0.375,NA
"3449","dynex","G01N","B01L","G01F","dynex","dynic","JP","H01L","B41M","B42C","dynic",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"3450","dynisco","G01L","B29C","G01N","dynisco","dynic","JP","H01L","B41M","B42C","dynic",2,2,2,0.154845745271484,0.0952380952380952,0.285714285714286,NA
"3451","dysan","G11B","B29C","B65G","dysan","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.4,0.4,0.571428571428571,NA
"3452","dytel","H04M",NA,NA,"dytel","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.6,0.4,0.75,NA
"3453","medical dynamics","A61H","A61B","A43B","dynamics","dynic","JP","H01L","B41M","B42C","dynic",3,3,3,0.209430584957905,0.125,0.375,NA
"3454","du bro","F16K","B21D","B21F","du bro","dürr systems","DE","B05B","B01D","B25J","durr",3,3,3,0.333333333333333,0.25,0.5,NA
"3455","duerr systems","B05B","H02G","B08B","duerr","dürr systems","DE","B05B","B01D","B25J","durr",1,1,1,0.0741799002274486,0.0666666666666668,0.25,NA
"3456","duke energy","H02J","G01R","G05F","duke","dürr systems","DE","B05B","B01D","B25J","durr",2,2,2,0.591751709536137,0.333333333333333,0.6,NA
"3457","duke manufacturing","A47J","F24C","A21B","duke","dürr systems","DE","B05B","B01D","B25J","durr",2,2,2,0.591751709536137,0.333333333333333,0.6,NA
"3458","duly","H05H","H01J","H03F","duly","dürr systems","DE","B05B","B01D","B25J","durr",2,2,2,0.591751709536137,0.333333333333333,0.6,NA
"3459","dura automotive systems","B60T","B60N","B60J","dura","dürr systems","DE","B05B","B01D","B25J","durr",1,1,1,0.183503419072274,0.166666666666667,0.25,NA
"3460","dura pharmaceuticals","A61M","A61K","A61J","dura","dürr systems","DE","B05B","B01D","B25J","durr",1,1,1,0.183503419072274,0.166666666666667,0.25,NA
"3461","durect","A61K","A61F","A61M","durect","dürr systems","DE","B05B","B01D","B25J","durr",3,3,3,0.333333333333333,0.25,0.5,NA
"3462","durel","H05B","B29C","G01D","durel","dürr systems","DE","B05B","B01D","B25J","durr",2,2,2,0.269703256659779,0.216666666666667,0.4,NA
"3463","durex","B65G","H05B","F24H","durex","dürr systems","DE","B05B","B01D","B25J","durr",2,2,2,0.269703256659779,0.216666666666667,0.4,NA
"3464","durr","B01D","B05B","F23G","durr","dürr systems","DE","B05B","B01D","B25J","durr",0,0,0,0,0,0,1
"3465","durr systems","B05B","B23P","B25J","durr","dürr systems","DE","B05B","B01D","B25J","durr",0,0,0,0,0,0,1
"3466","dusa pharmaceuticals","A61B","A61N","A61K","dusa","dürr systems","DE","B05B","B01D","B25J","durr",2,2,2,0.591751709536137,0.333333333333333,0.6,NA
"3467","duval","C22B","E21B","C01G","duval","dürr systems","DE","B05B","B01D","B25J","durr",3,3,3,0.634851628329889,0.366666666666667,0.666666666666667,NA
"3468","dürr systems","B05B","B25J","B60C","durr","dürr systems","DE","B05B","B01D","B25J","durr",0,0,0,0,0,0,1
"3469","ebara","B24B","F04B","F03B","ebara","ebara","JP","B24B","H01L","F04D","ebara",0,0,0,0,0,0,1
"3470","ebay","G06Q","G06F","H04L","ebay","ebara","JP","B24B","H01L","F04D","ebara",2,2,2,0.244071053981546,0.216666666666667,0.4,NA
"3471","ebi","A61B","A61F","A61L","ebi","ebara","JP","B24B","H01L","F04D","ebara",3,3,3,0.563564219528015,0.311111111111111,0.6,NA
"3472","ebr systems","A61N","A61H","A61B","ebr","ebara","JP","B24B","H01L","F04D","ebara",2,2,2,0.345346329292023,0.133333333333333,0.25,NA
"3473","ebrary","G06F","G06K",NA,"ebrary","ebara","JP","B24B","H01L","F04D","ebara",2,2,2,0.198216274262727,0.261111111111111,0.2,NA
"3474","ebsco","A01K","A01M","F41C","ebsco","ebara","JP","B24B","H01L","F04D","ebara",3,3,3,0.661938298108594,0.4,0.714285714285714,NA
"3475","ebw","B67D","E02D","B65D","ebw","ebara","JP","B24B","H01L","F04D","ebara",3,3,3,0.563564219528015,0.311111111111111,0.6,NA
"3476","econtrols","F02M","F02D","B63B","econtrols","ecopetrol","CO","C10G","F03D","B01J","ecopetrol",3,3,3,0.163757989992909,0.148148148148148,0.333333333333333,NA
"3477","edda","A61B","G06T","G06F","edda","edding","DE","B43K","A47B","A45D","edding",3,3,3,0.278312163512968,0.25,0.666666666666667,NA
"3478","edeniq","C12N","C12P",NA,"edeniq","edding","DE","B43K","A47B","A45D","edding",4,3,3,0.25,0.305555555555556,0.333333333333333,NA
"3479","edlon","C09D","C08K","B29C","edlon","edding","DE","B43K","A47B","A45D","edding",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3480","eic","H01L","H03F","H01M","eic","eiken chemical","JP","C12M","C12N","C12Q","eiken",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"3481","eic laboratories","H01M","G01N","G02F","eic","eiken chemical","JP","C12M","C12N","C12Q","eiken",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"3482","eigen","A61B","G06K","G06T","eigen","eiken chemical","JP","C12M","C12N","C12Q","eiken",1,1,1,0.142857142857143,0.133333333333333,0.4,NA
"3483","eigent","H04Q","G06K","H04B","eigent","eiken chemical","JP","C12M","C12N","C12Q","eiken",2,2,2,0.198216274262727,0.177777777777778,0.5,NA
"3484","eikos","B82Y","H05K","B32B","eikos","eiken chemical","JP","C12M","C12N","C12Q","eiken",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"3485","eisai","A61K","C07H","C07D","eisai","eiken chemical","JP","C12M","C12N","C12Q","eiken",3,3,3,0.428571428571429,0.4,0.666666666666667,NA
"3486","eic","H01L","H03F","H01M","eic","eisai","JP","C07D","A61K","C07C","eisai",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"3487","eic laboratories","H01M","G01N","G02F","eic","eisai","JP","C07D","A61K","C07C","eisai",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"3488","eigen","A61B","G06K","G06T","eigen","eisai","JP","C07D","A61K","C07C","eisai",3,3,3,0.428571428571429,0.4,0.666666666666667,NA
"3489","eikos","B82Y","H05K","B32B","eikos","eisai","JP","C07D","A61K","C07C","eisai",3,3,3,0.323876596217187,0.4,0.5,NA
"3490","eisai","A61K","C07H","C07D","eisai","eisai","JP","C07D","A61K","C07C","eisai",0,0,0,0,0,0,1
"3491","eic","H01L","H03F","H01M","eic","eizo","JP","G06T","G09G","G06F","eizo",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"3492","eic laboratories","H01M","G01N","G02F","eic","eizo","JP","G06T","G09G","G06F","eizo",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"3493","eigen","A61B","G06K","G06T","eigen","eizo","JP","G06T","G09G","G06F","eizo",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3494","eikos","B82Y","H05K","B32B","eikos","eizo","JP","G06T","G09G","G06F","eizo",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3495","eisai","A61K","C07H","C07D","eisai","eizo","JP","G06T","G09G","G06F","eizo",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3496","elan pharmaceuticals","A61K","C07D","C07K","elan","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3497","elbit systems of america","G02B","G01S","G03B","elbit of","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.209430584957905,0.125,0.375,NA
"3498","elco","H01R","F16B","B60Q","elco","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3499","elcor","F25J","C10L","C07C","elcor","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.6,0.4,0.75,NA
"3500","eldec","G01F","G01D","H02M","eldec","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3501","eldon","B23K","B42F","H05K","eldon","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.6,0.4,0.75,NA
"3502","eldre","H02B","H01R","H02G","eldre","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3503","elekta","A61N","G06T","G06F","elekta","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3504","elfab","H01R","H05K","C25D","elfab","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.4,0.4,0.571428571428571,NA
"3505","elith","B82Y","H01J","G03F","elith","elbit systems","IL","G02B","G01S","A61B","elbit",2,2,2,0.2,0.133333333333333,0.333333333333333,NA
"3506","elitra pharmaceuticals","A61K","C12N","C12Q","elitra","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.269703256659779,0.177777777777778,0.428571428571429,NA
"3507","elixir medical","A61F","A61L","A01N","elixir","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3508","elixir pharmaceuticals","A61K","C07D","C12N","elixir","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3509","eliza","G10L","H04M","H04L","eliza","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.4,0.266666666666667,0.571428571428571,NA
"3510","elkay manufacturing","B67D","E03C","C22F","elkay","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.6,0.4,0.75,NA
"3511","elliott","F01D","F16C","F04D","elliott","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.19096016504411,0.20952380952381,0.333333333333333,NA
"3512","elliott energy systems","F02C","H02P","F01D","elliott","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.19096016504411,0.20952380952381,0.333333333333333,NA
"3513","ellis","D06F","D06B","B08B","ellis","elbit systems","IL","G02B","G01S","A61B","elbit",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"3514","elm","H01L","G11C","G01R","elm","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"3515","eloy","G06F","H04N","H04L","eloy","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3516","elscint","G06T","A61B","G01T","elscint","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"3517","eltra","F02P","H01R","G03G","eltra","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.4,0.4,0.571428571428571,NA
"3518","elux","H01L","B01L","G02F","elux","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3519","elwah","A61B","G06F","B64C","elwah","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.6,0.4,0.75,NA
"3520","elwha","A61B","G06F","G06Q","elwha","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.6,0.4,0.75,NA
"3521","elxsi","G06F","H03K","H01B","elxsi","elbit systems","IL","G02B","G01S","A61B","elbit",3,3,3,0.4,0.266666666666667,0.571428571428571,NA
"3522","electrochem solutions","H01M","H02J","H02H","electrochem","electrohome","CA","H04N","G09G","G02F","electrohome",3,3,3,0.0526315789473686,0.093939393939394,0,NA
"3523","electrocom automation","B07C","G06K","B65G","electrocom","electrohome","CA","H04N","G09G","G02F","electrohome",2,2,2,0.082337064517753,0.093939393939394,0.125,NA
"3524","electrocore","A61N","A61B",NA,"electrocore","electrohome","CA","H04N","G09G","G02F","electrohome",2,2,2,0.0911067408536143,0.121212121212121,0.25,NA
"3525","electrolock","H02K","H02G","H01B","electrolock","electrohome","CA","H04N","G09G","G02F","electrohome",3,3,3,0.157894736842105,0.181818181818182,0.333333333333333,NA
"3526","electromed","A61H",NA,NA,"electromed","electrohome","CA","H04N","G09G","G02F","electrohome",3,3,3,0.082337064517753,0.093939393939394,0.222222222222222,NA
"3527","electromer","H01Q","H01C","H01R","electromer","electrohome","CA","H04N","G09G","G02F","electrohome",3,3,3,0.0807452802590123,0.093939393939394,0.125,NA
"3528","electrophor","B01D","C02F","B01J","electrophor","electrohome","CA","H04N","G09G","G02F","electrohome",3,3,3,0.109736185480549,0.121212121212121,0.222222222222222,NA
"3529","electroscope","A61B",NA,NA,"electroscope","electrohome","CA","H04N","G09G","G02F","electrohome",3,3,3,0.119591221519867,0.143939393939394,0.4,NA
"3530","electraled","F21S","A47F","H05B","electraled","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.181076975146674,0.2,0.5,NA
"3531","electrocom automation","B07C","G06K","B65G","electrocom","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.198216274262727,0.2,0.333333333333333,NA
"3532","electroglas","G01R","G06K","G03F","electroglas","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.171921328789175,0.157575757575758,0.454545454545455,NA
"3533","electrolock","H02K","H02G","H01B","electrolock","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.141604924721048,0.157575757575758,0.333333333333333,NA
"3534","electrolux","A47L","H02K","H01R","electrolux","electrolux","SE","A47L",NA,NA,"electrolux",0,0,0,0,0,0,1
"3535","electromed","A61H",NA,NA,"electromed","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.198216274262727,0.2,0.4,NA
"3536","electromer","H01Q","H01C","H01R","electromer","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.181076975146674,0.2,0.333333333333333,NA
"3537","electronic","H02M","H05K","H01L","electronic","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.214285714285714,0.2,0.4,NA
"3538","electronic machines","G01N","B61K","G01B","electronic","electrolux","SE","A47L",NA,NA,"electrolux",3,3,3,0.214285714285714,0.2,0.4,NA
"3539","electrox","G03G","G06K","B41C","electrox","electrolux","SE","A47L",NA,NA,"electrolux",2,2,2,0.0703303197986318,0.0666666666666668,0.125,NA
"3540","elekta","A61N","G06T","G06F","elekta","elekta","SE","A61B",NA,NA,"elekta",0,0,0,0,0,0,1
"3541","elenza","A61F","A61B","G02C","elenza","elekta","SE","A61B",NA,NA,"elekta",2,2,2,0.25,0.222222222222222,0.571428571428571,NA
"3542","elesys","B41J","G11B","H04N","elesys","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.440983005625053,0.333333333333333,0.714285714285714,NA
"3543","elesys north america","B60R","B60N",NA,"elesys","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.440983005625053,0.333333333333333,0.714285714285714,NA
"3544","elisha","C23F","C09D","C23C","elisha","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3545","elisha holding","C23C","C25D","C09D","elisha","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3546","elith","B82Y","H01J","G03F","elith","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3547","elitra pharmaceuticals","A61K","C12N","C12Q","elitra","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.278312163512968,0.222222222222222,0.428571428571429,NA
"3548","eliza","G10L","H04M","H04L","eliza","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3549","elkay manufacturing","B67D","E03C","C22F","elkay","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.209430584957905,0.177777777777778,0.333333333333333,NA
"3550","eltra","F02P","H01R","G03G","eltra","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.209430584957905,0.177777777777778,0.333333333333333,NA
"3551","elwha","A61B","G06F","G06Q","elwha","elekta","SE","A61B",NA,NA,"elekta",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3552","elan pharmaceuticals","A61K","C07D","C07K","elan","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.25,0.166666666666667,0.4,NA
"3553","elco","H01R","F16B","B60Q","elco","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"3554","elcor","F25J","C10L","C07C","elcor","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3555","eldec","G01F","G01D","H02M","eldec","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3556","eldon","B23K","B42F","H05K","eldon","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3557","eldre","H02B","H01R","H02G","eldre","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
