"","organization","IPC1_US","IPC2_US","IPC3_US","organization_cleaned","pot_parent","pot_parent_country","IPC1","IPC2","IPC3","pot_parent_cleaned","name_diff_lv","name_diff_osa","name_diff_dl","name_diff_cosine","name_diff_jw","name_diff_jac","match"
"5354","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5355","litton systems","G01C","G02B","H01J","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5356","livio","H04W","H04L","G07C","livio","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5357","chemical lime","C04B","C09K","C22B","lime","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5358","li cor","G01N","C07D","G01J","li cor","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5359","li medical","A61B","A61F","F16B","li","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5360","li san","A24F",NA,NA,"li san","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5361","li yu","C07K","G06T",NA,"li yu","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5362","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5363","life","C12Q","G01N","C12N","life","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5364","life services","G01R","H03H","A61B","life","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5365","lifoam","B29C","C08J","B21C","lifoam","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5366","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5367","light","H02K","H01F","H04W","light","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5368","lilly","C09G","C09D","D21H","lilly","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5369","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5370","lincoln industrial","F16N","G01F","F04B","lincoln","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5371","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5372","linde","B01D","C23C","F17C","linde","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5373","linden","G06F","C12Q","C07H","linden","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5374","linex","H04W","H04B","H04L","linex","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5375","link","H04M","G01M","A63H","link","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5376","linq3","G07F","G06Q","A63F","linq3","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5377","lion","G09B","A62C","A62B","lion","lion","AU","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5378","lion semiconductor","H02M","H02J",NA,"lion","lion","AU","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5379","lionel","A63H","H05K",NA,"lionel","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5380","lipton","A23D","B65D","A23L","lipton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5381","liqid","G06F","H05K","B32B","liqid","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5382","lisco","A63B","A47D","C08L","lisco","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5383","lisle","B25B","B25H","F16N","lisle","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5384","litex","B01D","F04D","H05B","litex","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5385","litl","G06F","H04N","H04L","litl","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5386","litron laboratories","G01N","C12Q","A01N","litron","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5387","litton industrial","B24B","A61B","B23Q","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5388","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5389","litton systems","G01C","G02B","H01J","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5390","livio","H04W","H04L","G07C","livio","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5391","chemical lime","C04B","C09K","C22B","lime","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5392","li cor","G01N","C07D","G01J","li cor","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5393","li medical","A61B","A61F","F16B","li","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5394","li san","A24F",NA,NA,"li san","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5395","li yu","C07K","G06T",NA,"li yu","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5396","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5397","life","C12Q","G01N","C12N","life","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5398","life services","G01R","H03H","A61B","life","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5399","lifoam","B29C","C08J","B21C","lifoam","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5400","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5401","light","H02K","H01F","H04W","light","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5402","lilly","C09G","C09D","D21H","lilly","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5403","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5404","lincoln industrial","F16N","G01F","F04B","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5405","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5406","linde","B01D","C23C","F17C","linde","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5407","linden","G06F","C12Q","C07H","linden","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5408","linex","H04W","H04B","H04L","linex","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5409","link","H04M","G01M","A63H","link","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5410","linq3","G07F","G06Q","A63F","linq3","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5411","lion","G09B","A62C","A62B","lion","lion","JP","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5412","lion semiconductor","H02M","H02J",NA,"lion","lion","JP","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5413","lionel","A63H","H05K",NA,"lionel","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5414","lipton","A23D","B65D","A23L","lipton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5415","liqid","G06F","H05K","B32B","liqid","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5416","lisco","A63B","A47D","C08L","lisco","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5417","lisle","B25B","B25H","F16N","lisle","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5418","litex","B01D","F04D","H05B","litex","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5419","litl","G06F","H04N","H04L","litl","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5420","litron laboratories","G01N","C12Q","A01N","litron","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5421","litton industrial","B24B","A61B","B23Q","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5422","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5423","litton systems","G01C","G02B","H01J","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5424","livio","H04W","H04L","G07C","livio","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5425","chemical lime","C04B","C09K","C22B","lime","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5426","li cor","G01N","C07D","G01J","li cor","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5427","li medical","A61B","A61F","F16B","li","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5428","li san","A24F",NA,NA,"li san","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5429","li yu","C07K","G06T",NA,"li yu","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5430","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5431","life","C12Q","G01N","C12N","life","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5432","life services","G01R","H03H","A61B","life","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5433","lifoam","B29C","C08J","B21C","lifoam","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5434","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5435","light","H02K","H01F","H04W","light","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5436","lilly","C09G","C09D","D21H","lilly","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5437","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5438","lincoln industrial","F16N","G01F","F04B","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5439","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5440","linde","B01D","C23C","F17C","linde","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5441","linden","G06F","C12Q","C07H","linden","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5442","linex","H04W","H04B","H04L","linex","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5443","link","H04M","G01M","A63H","link","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5444","linq3","G07F","G06Q","A63F","linq3","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5445","lion","G09B","A62C","A62B","lion","lion","MY","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5446","lion semiconductor","H02M","H02J",NA,"lion","lion","MY","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5447","lionel","A63H","H05K",NA,"lionel","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5448","lipton","A23D","B65D","A23L","lipton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5449","liqid","G06F","H05K","B32B","liqid","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5450","lisco","A63B","A47D","C08L","lisco","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5451","lisle","B25B","B25H","F16N","lisle","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5452","litex","B01D","F04D","H05B","litex","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5453","litl","G06F","H04N","H04L","litl","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5454","litron laboratories","G01N","C12Q","A01N","litron","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5455","litton industrial","B24B","A61B","B23Q","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5456","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5457","litton systems","G01C","G02B","H01J","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5458","livio","H04W","H04L","G07C","livio","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5459","lifecor","A61N","A61B","H02J","lifecor","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.428571428571429,0.285714285714286,0.6,NA
"5460","lifeloc","A61B","G01N","A61L","lifeloc","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.370059211651288,0.285714285714286,0.555555555555556,NA
"5461","like com","G06K","G06F",NA,"like com","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.331846895218939,0.220238095238095,0.5,NA
"5462","line 6","G06Q","G10H","H04H","line 6","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.228483250189541,0.253968253968254,0.375,NA
"5463","lintec of america","B32B","C01B","B23B","lintec of","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.118082896311803,0.158730158730159,0.222222222222222,NA
"5464","lion","G09B","A62C","A62B","lion","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.244071053981546,0.404761904761905,0.428571428571429,NA
"5465","lion semiconductor","H02M","H02J",NA,"lion","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.244071053981546,0.404761904761905,0.428571428571429,NA
"5466","lipton","A23D","B65D","A23L","lipton","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.228483250189541,0.150793650793651,0.375,NA
"5467","litepoint","H04B","H04L","H04W","litepoint","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.161372130622465,0.158730158730159,0.25,NA
"5468","litera","G06F","H04L",NA,"litera","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.382786600151632,0.253968253968254,0.555555555555556,NA
"5469","literal","G11B","H03H",NA,"literal","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.370059211651288,0.285714285714286,0.555555555555556,NA
"5470","litex","B01D","F04D","H05B","litex","lite on","TW","G06F","H04N","H01L","lite on",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"5471","litron laboratories","G01N","C12Q","A01N","litron","lite on","TW","G06F","H04N","H01L","lite on",2,2,2,0.228483250189541,0.150793650793651,0.375,NA
"5472","litton industrial","B24B","A61B","B23Q","litton","lite on","TW","G06F","H04N","H01L","lite on",2,2,2,0.198216274262727,0.150793650793651,0.285714285714286,NA
"5473","litton industrial automation systems","B65G","B23Q","B24B","litton","lite on","TW","G06F","H04N","H01L","lite on",2,2,2,0.198216274262727,0.150793650793651,0.285714285714286,NA
"5474","litton systems","G01C","G02B","H01J","litton","lite on","TW","G06F","H04N","H01L","lite on",2,2,2,0.198216274262727,0.150793650793651,0.285714285714286,NA
"5475","chemical lime","C04B","C09K","C22B","lime","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.333333333333333,0.366666666666667,0.6,NA
"5476","li medical","A61B","A61F","F16B","li","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.0571909584179368,0.2,0.333333333333333,NA
"5477","li yu","C07K","G06T",NA,"li yu","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.403715206000056,0.4,0.666666666666667,NA
"5478","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.403715206000056,0.4,0.666666666666667,NA
"5479","life","C12Q","G01N","C12N","life","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.333333333333333,0.366666666666667,0.6,NA
"5480","life services","G01R","H03H","A61B","life","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.333333333333333,0.366666666666667,0.6,NA
"5481","light","H02K","H01F","H04W","light","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.403715206000056,0.4,0.666666666666667,NA
"5482","lilly","C09G","C09D","D21H","lilly","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.19596974779263,0.266666666666667,0.5,NA
"5483","linde","B01D","C23C","F17C","linde","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.403715206000056,0.4,0.666666666666667,NA
"5484","linex","H04W","H04B","H04L","linex","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.25464400750007,0.4,0.4,NA
"5485","link","H04M","G01M","A63H","link","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.333333333333333,0.366666666666667,0.6,NA
"5486","linq3","G07F","G06Q","A63F","linq3","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.403715206000056,0.4,0.666666666666667,NA
"5487","lion","G09B","A62C","A62B","lion","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.333333333333333,0.366666666666667,0.6,NA
"5488","lion semiconductor","H02M","H02J",NA,"lion","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.333333333333333,0.366666666666667,0.6,NA
"5489","lionel","A63H","H05K",NA,"lionel","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.292893218813453,0.3,0.666666666666667,NA
"5490","liqid","G06F","H05K","B32B","liqid","lixil","JP","E03D","E03C","A47K","lixil",2,2,2,0.244071053981546,0.266666666666667,0.6,NA
"5491","lisco","A63B","A47D","C08L","lisco","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.403715206000056,0.4,0.666666666666667,NA
"5492","lisle","B25B","B25H","F16N","lisle","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.244071053981546,0.266666666666667,0.6,NA
"5493","litex","B01D","F04D","H05B","litex","lixil","JP","E03D","E03C","A47K","lixil",3,3,3,0.25464400750007,0.4,0.4,NA
