"organization";"organization_cleaned";"eq_firm";"name_diff";"match";"classified"
"landi renzo spa";"landi renzo";"landi renzo";0;1;"auto"
"magneti marelli";"magneti marelli";"magneti marelli";0;1;"auto"
"zambon spa";"zambon";"zambon";0;1;"auto"
"asml";"asml";"asml";0;1;"auto"
"thin film electronics asa";"thin film electronics asa";"thin film electronics asa";0;1;"auto"
"biotecnol";"biotecnol";"biotecnol";0;1;"auto"
"adcock ingram";"adcock ingram";"adcock ingram";0;1;"auto"
"sasol chemical";"sasol";"sasol";0;1;"auto"
"repsol";"repsol";"repsol";0;1;"auto"
"tecnicas reunidas";"tecnicas reunidas";"tecnicas reunidas";0;1;"auto"
"telefonica";"telefonica";"telefonica";0;1;"auto"
"enea software ab";"enea ab";"enea ab";0;1;"auto"
"höganäs ab";"hoganas ab";"hoganas ab";0;1;"auto"
"luxor ab";"luxor ab";"luxor ab";0;1;"auto"
"meda ab";"meda ab";"meda ab";0;1;"auto"
"mysql ab";"mysql ab";"mysql ab";0;1;"auto"
"trio ab";"trio ab";"trio ab";0;1;"auto"
"volvo trucks";"volvo trucks";"volvo trucks";0;1;"auto"
"actelion pharmaceuticals";"actelion";"actelion";0;1;"auto"
"alcon";"alcon";"alcon";0;1;"auto"
"allseas";"allseas";"allseas";0;1;"auto"
"also holding";"also";"also";0;1;"auto"
"basilea pharmaceutica";"basilea pharmaceutica";"basilea pharmaceutica";0;1;"auto"
"blancpain";"blancpain";"blancpain";0;1;"auto"
"bls";"bls";"bls";0;1;"auto"
"ciba specialty chemicals holding";"ciba specialty chemicals";"ciba specialty chemicals";0;1;"auto"
"clariant";"clariant";"clariant";0;1;"auto"
"firmenich";"firmenich";"firmenich";0;1;"auto"
"geberit";"geberit";"geberit";0;1;"auto"
"georg fischer";"georg fischer";"georg fischer";0;1;"auto"
"givaudan";"givaudan";"givaudan";0;1;"auto"
"hamilton medical";"hamilton";"hamilton";0;1;"auto"
"leica geosystems";"leica geosystems";"leica geosystems";0;1;"auto"
"lonza";"lonza";"lonza";0;1;"auto"
"manor";"manor";"manor";0;1;"auto"
"mettler toledo";"mettler toledo";"mettler toledo";0;1;"auto"
"mido";"mido";"mido";0;1;"auto"
"novartis";"novartis";"novartis";0;1;"auto"
"rieter";"rieter";"rieter";0;1;"auto"
"sig";"sig";"sig";0;1;"auto"
"sigg";"sigg";"sigg";0;1;"auto"
"sika";"sika";"sika";0;1;"auto"
"sonova";"sonova";"sonova";0;1;"auto"
"staubli";"staubli";"staubli";0;1;"auto"
"suva";"suva";"suva";0;1;"auto"
"swisscom";"swisscom";"swisscom";0;1;"auto"
"tecan";"tecan";"tecan";0;1;"auto"
"tissot";"tissot";"tissot";0;1;"auto"
"von roll holding";"von roll";"von roll";0;1;"auto"
"emirates";"emirates";"emirates";0;1;"auto"
"alvarion";"alvarion";"alvarion";0;1;"auto"
"audiocodes";"audiocodes";"audiocodes";0;1;"auto"
"biolinerx";"biolinerx";"biolinerx";0;1;"auto"
"compugen";"compugen";"compugen";0;1;"auto"
"conduit";"conduit";"conduit";0;1;"auto"
"cyberark software";"cyberark";"cyberark";0;1;"auto"
"elbit systems";"elbit";"elbit";0;1;"auto"
"elta systems";"elta";"elta";0;1;"auto"
"expand networks";"expand networks";"expand networks";0;1;"auto"
"gilat satellite networks";"gilat satellite networks";"gilat satellite networks";0;1;"auto"
"greensun energy";"greensun energy";"greensun energy";0;1;"auto"
"nice systems";"nice";"nice";0;1;"auto"
"nilit";"nilit";"nilit";0;1;"auto"
"objet geometries";"objet geometries";"objet geometries";0;1;"auto"
"orbotech";"orbotech";"orbotech";0;1;"auto"
"primesense";"primesense";"primesense";0;1;"auto"
"radvision";"radvision";"radvision";0;1;"auto"
"rafael armament development authority";"rafael armament development authority";"rafael armament development authority";0;1;"auto"
"tadiran";"tadiran";"tadiran";0;1;"auto"
"vocaltec";"vocaltec";"vocaltec";0;1;"auto"
"glaxo";"glaxo";"glaxo";0;1;"auto"
"ge healthcare";"ge";"ge";0;1;"auto"
"anglian water services";"anglian water";"anglian water";0;1;"auto"
"cambridge enterprise";"cambridge";"cambridge";0;1;"auto"
"zeneca";"zeneca";"zeneca";0;1;"auto"
"rover";"rover";"rover";0;1;"auto"
"bae systems";"bae";"bae";0;1;"auto"
"british aerospace";"british aerospace";"british aerospace";0;1;"auto"
"beecham";"beecham";"beecham";0;1;"auto"
"smithkline beecham";"smithkline beecham";"smithkline beecham";0;1;"auto"
"glaxosmithkline";"glaxosmithkline";"glaxosmithkline";0;1;"auto"
"vickers";"vickers";"vickers";0;1;"auto"
"south west water";"south west water";"south west water";0;1;"auto"
"british aluminium";"british aluminium";"british aluminium";0;1;"auto"
"british biotech pharmaceuticals";"british biotech";"british biotech";0;1;"auto"
"oxford medical systems";"oxford";"oxford";0;1;"auto"
"british gas";"british gas";"british gas";0;1;"auto"
"bg intellectual property";"bg";"bg";0;1;"auto"
"transco";"transco";"transco";0;1;"auto"
"bt";"bt";"bt";0;1;"auto"
"chiroscience";"chiroscience";"chiroscience";0;1;"auto"
"hanson";"hanson";"hanson";0;1;"auto"
"warwick";"warwick";"warwick";0;1;"auto"
"coral";"coral";"coral";0;1;"auto"
"boots healthcare";"boots";"boots";0;1;"auto"
"reckitt benckiser";"reckitt benckiser";"reckitt benckiser";0;1;"auto"
"thorn emi";"thorn emi";"thorn emi";0;1;"auto"
"galvani bioelectronics";"galvani bioelectronics";"galvani bioelectronics";0;1;"auto"
"lotus cars";"lotus cars";"lotus cars";0;1;"auto"
"gw pharma";"gw";"gw";0;1;"auto"
"yorkshire water services";"yorkshire water";"yorkshire water";0;1;"auto"
"sky medical";"sky";"sky";0;1;"auto"
"thames water";"thames water";"thames water";0;1;"auto"
"north west water";"north west water";"north west water";0;1;"auto"
"randox laboratories";"randox";"randox";0;1;"auto"
"southern water services";"southern water";"southern water";0;1;"auto"
"united utilities";"united utilities";"united utilities";0;1;"auto"
"vodafone";"vodafone";"vodafone";0;1;"auto"
"ppl";"ppl";"ppl";0;1;"auto"
"advantest";"advantest";"advantest";0;1;"auto"
"agc";"agc";"agc";0;1;"auto"
"aisin seiki";"aisin seiki";"aisin seiki";0;1;"auto"
"aiwa";"aiwa";"aiwa";0;1;"auto"
"ajinomoto";"ajinomoto";"ajinomoto";0;1;"auto"
"akebono brake industry";"akebono brake industry";"akebono brake industry";0;1;"auto"
"alps electric";"alps electric";"alps electric";0;1;"auto"
"alpine electronics";"alpine electronics";"alpine electronics";0;1;"auto"
"anritsu";"anritsu";"anritsu";0;1;"auto"
"aruze";"aruze";"aruze";0;1;"auto"
"asics";"asics";"asics";0;1;"auto"
"asahi kasei";"asahi kasei";"asahi kasei";0;1;"auto"
"astellas pharma";"astellas";"astellas";0;1;"auto"
"avex";"avex";"avex";0;1;"auto"
"namco bandai games";"namco bandai games";"namco bandai games";0;1;"auto"
"bridgestone";"bridgestone";"bridgestone";0;1;"auto"
"calsonic kansei";"calsonic kansei";"calsonic kansei";0;1;"auto"
"canon sales";"canon";"canon";0;1;"auto"
"capcom";"capcom";"capcom";0;1;"auto"
"cateye";"cateye";"cateye";0;1;"auto"
"chino";"chino";"chino";0;1;"auto"
"chisso";"chisso";"chisso";0;1;"auto"
"chiyoda";"chiyoda";"chiyoda";0;1;"auto"
"chubu electric power";"chubu electric power";"chubu electric power";0;1;"auto"
"citizen";"citizen";"citizen";0;1;"auto"
"dai nippon printing";"dai nippon printing";"dai nippon printing";0;1;"auto"
"daicel chemical";"daicel";"daicel";0;1;"auto"
"daiei chemical";"daiei";"daiei";0;1;"auto"
"daifuku";"daifuku";"daifuku";0;1;"auto"
"daiichi sankyo";"daiichi sankyo";"daiichi sankyo";0;1;"auto"
"daikyo chemical";"daikyo";"daikyo";0;1;"auto"
"dainippon sumitomo pharma";"dainippon sumitomo";"dainippon sumitomo";0;1;"auto"
"daiso";"daiso";"daiso";0;1;"auto"
"denka";"denka";"denka";0;1;"auto"
"denon";"denon";"denon";0;1;"auto"
"denso";"denso";"denso";0;1;"auto"
"dmg mori seiki";"dmg mori seiki";"dmg mori seiki";0;1;"auto"
"dome";"dome";"dome";0;1;"auto"
"dynic";"dynic";"dynic";0;1;"auto"
"ebara";"ebara";"ebara";0;1;"auto"
"eiken chemical";"eiken";"eiken";0;1;"auto"
"eisai";"eisai";"eisai";0;1;"auto"
"eizo";"eizo";"eizo";0;1;"auto"
"fanuc";"fanuc";"fanuc";0;1;"auto"
"fuji electric";"fuji electric";"fuji electric";0;1;"auto"
"fujifilm";"fujifilm";"fujifilm";0;1;"auto"
"fujimitsu";"fujimitsu";"fujimitsu";0;1;"auto"
"fujitec";"fujitec";"fujitec";0;1;"auto"
"fujitsu";"fujitsu";"fujitsu";0;1;"auto"
"furukawa electric";"furukawa electric";"furukawa electric";0;1;"auto"
"futaba";"futaba";"futaba";0;1;"auto"
"gs yuasa";"gs yuasa";"gs yuasa";0;1;"auto"
"hirose electric";"hirose electric";"hirose electric";0;1;"auto"
"hisamitsu pharmaceutical";"hisamitsu pharmaceutical";"hisamitsu pharmaceutical";0;1;"auto"
"hitachi";"hitachi";"hitachi";0;1;"auto"
"hks";"hks";"hks";0;1;"auto"
"horiba";"horiba";"horiba";0;1;"auto"
"hoshino gakki";"hoshino gakki";"hoshino gakki";0;1;"auto"
"hosiden";"hosiden";"hosiden";0;1;"auto"
"house foods";"house foods";"house foods";0;1;"auto"
"howa machinery";"howa machinery";"howa machinery";0;1;"auto"
"hoya";"hoya";"hoya";0;1;"auto"
"ibiden";"ibiden";"ibiden";0;1;"auto"
"icom";"icom";"icom";0;1;"auto"
"idemitsu kosan";"idemitsu kosan";"idemitsu kosan";0;1;"auto"
"index";"index";"index";0;1;"auto"
"inpex";"inpex";"inpex";0;1;"auto"
"iris ohyama";"iris ohyama";"iris ohyama";0;1;"auto"
"ishida";"ishida";"ishida";0;1;"auto"
"isuzu motors";"isuzu motors";"isuzu motors";0;1;"auto"
"jaleco";"jaleco";"jaleco";0;1;"auto"
"japan airlines";"japan airlines";"japan airlines";0;1;"auto"
"japan display";"japan display";"japan display";0;1;"auto"
"japan tobacco";"japan tobacco";"japan tobacco";0;1;"auto"
"jeol";"jeol";"jeol";0;1;"auto"
"jtb";"jtb";"jtb";0;1;"auto"
"jtekt";"jtekt";"jtekt";0;1;"auto"
"juki";"juki";"juki";0;1;"auto"
"jvckenwood";"jvckenwood";"jvckenwood";0;1;"auto"
"justsystems";"justsystems";"justsystems";0;1;"auto"
"kagome";"kagome";"kagome";0;1;"auto"
"kaneka";"kaneka";"kaneka";0;1;"auto"
"kansai paint";"kansai paint";"kansai paint";0;1;"auto"
"kao";"kao";"kao";0;1;"auto"
"kawai musical instruments manufacturing";"kawai musical instruments manufacturing";"kawai musical instruments manufacturing";0;1;"auto"
"kddi";"kddi";"kddi";0;1;"auto"
"keihin";"keihin";"keihin";0;1;"auto"
"keyence";"keyence";"keyence";0;1;"auto"
"kobe steel";"kobe steel";"kobe steel";0;1;"auto"
"kodansha";"kodansha";"kodansha";0;1;"auto"
"koei";"koei";"koei";0;1;"auto"
"konica minolta";"konica minolta";"konica minolta";0;1;"auto"
"kosé";"kose";"kose";0;1;"auto"
"kubota";"kubota";"kubota";0;1;"auto"
"kuraray";"kuraray";"kuraray";0;1;"auto"
"kureha";"kureha";"kureha";0;1;"auto"
"kyocera";"kyocera";"kyocera";0;1;"auto"
"kyb";"kyb";"kyb";0;1;"auto"
"mabuchi motor";"mabuchi motor";"mabuchi motor";0;1;"auto"
"maeda";"maeda";"maeda";0;1;"auto"
"marui";"marui";"marui";0;1;"auto"
"mazda";"mazda";"mazda";0;1;"auto"
"meiji dairies";"meiji dairies";"meiji dairies";0;1;"auto"
"meiji seika";"meiji seika";"meiji seika";0;1;"auto"
"mitsuba";"mitsuba";"mitsuba";0;1;"auto"
"mitsubishi chemical";"mitsubishi";"mitsubishi";0;1;"auto"
"mitsubishi motors";"mitsubishi motors";"mitsubishi motors";0;1;"auto"
"mitsubishi electric";"mitsubishi electric";"mitsubishi electric";0;1;"auto"
"mitsubishi gas chemical";"mitsubishi gas";"mitsubishi gas";0;1;"auto"
"mitsubishi materials";"mitsubishi materials";"mitsubishi materials";0;1;"auto"
"mitsui";"mitsui";"mitsui";0;1;"auto"
"mitsui chemicals";"mitsui chemicals";"mitsui chemicals";0;1;"auto"
"mitsui  shipbuilding";"mitsui  shipbuilding";"mitsui  shipbuilding";0;1;"auto"
"mitsumi electric";"mitsumi electric";"mitsumi electric";0;1;"auto"
"mitutoyo";"mitutoyo";"mitutoyo";0;1;"auto"
"miyata";"miyata";"miyata";0;1;"auto"
"mizuno";"mizuno";"mizuno";0;1;"auto"
"modec";"modec";"modec";0;1;"auto"
"murata manufacturing";"murata manufacturing";"murata manufacturing";0;1;"auto"
"nhk sales";"nhk";"nhk";0;1;"auto"
"nhk spring";"nhk spring";"nhk spring";0;1;"auto"
"nichia";"nichia";"nichia";0;1;"auto"
"nichirei";"nichirei";"nichirei";0;1;"auto"
"nidec";"nidec";"nidec";0;1;"auto"
"nihon dempa kogyo";"nihon dempa kogyo";"nihon dempa kogyo";0;1;"auto"
"nihon kohden";"nihon kohden";"nihon kohden";0;1;"auto"
"nec";"nec";"nec";0;1;"auto"
"nikken sekkei";"nikken sekkei";"nikken sekkei";0;1;"auto"
"nikon";"nikon";"nikon";0;1;"auto"
"nintendo";"nintendo";"nintendo";0;1;"auto"
"nippon cable";"nippon cable";"nippon cable";0;1;"auto"
"nippon flour mills";"nippon flour mills";"nippon flour mills";0;1;"auto"
"nippon light metal";"nippon light metal";"nippon light metal";0;1;"auto"
"nippon oil";"nippon oil";"nippon oil";0;1;"auto"
"nippon paint";"nippon paint";"nippon paint";0;1;"auto"
"nippon sheet glass";"nippon sheet glass";"nippon sheet glass";0;1;"auto"
"nippon soda";"nippon soda";"nippon soda";0;1;"auto"
"nipro";"nipro";"nipro";0;1;"auto"
"nissan chemical";"nissan";"nissan";0;1;"auto"
"nissan motors";"nissan motors";"nissan motors";0;1;"auto"
"nisshin steel";"nisshin steel";"nisshin steel";0;1;"auto"
"nissin electric";"nissin electric";"nissin electric";0;1;"auto"
"nissin foods";"nissin foods";"nissin foods";0;1;"auto"
"nissin kogyo";"nissin kogyo";"nissin kogyo";0;1;"auto"
"nitto boseki";"nitto boseki";"nitto boseki";0;1;"auto"
"nitto denko";"nitto denko";"nitto denko";0;1;"auto"
"nsk";"nsk";"nsk";0;1;"auto"
"ntn";"ntn";"ntn";0;1;"auto"
"ntt";"ntt";"ntt";0;1;"auto"
"ntt docomo";"ntt docomo";"ntt docomo";0;1;"auto"
"ohto";"ohto";"ohto";0;1;"auto"
"oki electric industry";"oki electric industry";"oki electric industry";0;1;"auto"
"okuma";"okuma";"okuma";0;1;"auto"
"olympus";"olympus";"olympus";0;1;"auto"
"omron";"omron";"omron";0;1;"auto"
"orient chemical";"orient";"orient";0;1;"auto"
"osaka gas";"osaka gas";"osaka gas";0;1;"auto"
"panasonic";"panasonic";"panasonic";0;1;"auto"
"pentax";"pentax";"pentax";0;1;"auto"
"pioneer";"pioneer";"pioneer";0;1;"auto"
"rakuten";"rakuten";"rakuten";0;1;"auto"
"rays";"rays";"rays";0;1;"auto"
"renesas electronics";"renesas electronics";"renesas electronics";0;1;"auto"
"ricoh";"ricoh";"ricoh";0;1;"auto"
"rinnai";"rinnai";"rinnai";0;1;"auto"
"riso kagaku";"riso kagaku";"riso kagaku";0;1;"auto"
"rohm";"rohm";"rohm";0;1;"auto"
"rubycon";"rubycon";"rubycon";0;1;"auto"
"ryobi";"ryobi";"ryobi";0;1;"auto"
"sanden";"sanden";"sanden";0;1;"auto"
"santen pharmaceutical";"santen pharmaceutical";"santen pharmaceutical";0;1;"auto"
"sanrio";"sanrio";"sanrio";0;1;"auto"
"sanyo chemical";"sanyo";"sanyo";0;1;"auto"
"sato pharmaceutical";"sato pharmaceutical";"sato pharmaceutical";0;1;"auto"
"secom";"secom";"secom";0;1;"auto"
"sega";"sega";"sega";0;1;"auto"
"seiko";"seiko";"seiko";0;1;"auto"
"seiko epson";"seiko epson";"seiko epson";0;1;"auto"
"shikoku electric power";"shikoku electric power";"shikoku electric power";0;1;"auto"
"shimano";"shimano";"shimano";0;1;"auto"
"shimadzu";"shimadzu";"shimadzu";0;1;"auto"
"shimizu";"shimizu";"shimizu";0;1;"auto"
"shinetsu chemical";"shinetsu";"shinetsu";0;1;"auto"
"shindengen electric manufacturing";"shindengen electric manufacturing";"shindengen electric manufacturing";0;1;"auto"
"shoei chemical";"shoei";"shoei";0;1;"auto"
"showa";"showa";"showa";0;1;"auto"
"smc";"smc";"smc";0;1;"auto"
"snow brand milk";"snow brand milk";"snow brand milk";0;1;"auto"
"sogo";"sogo";"sogo";0;1;"auto"
"sony";"sony";"sony";0;1;"auto"
"square enix";"square enix";"square enix";0;1;"auto"
"stanley electric";"stanley electric";"stanley electric";0;1;"auto"
"sumco";"sumco";"sumco";0;1;"auto"
"sumitomo chemical";"sumitomo";"sumitomo";0;1;"auto"
"sumitomo electric";"sumitomo electric";"sumitomo electric";0;1;"auto"
"sumitomo metal mining";"sumitomo metal mining";"sumitomo metal mining";0;1;"auto"
"sunrise associates";"sunrise";"sunrise";0;1;"auto"
"suntory";"suntory";"suntory";0;1;"auto"
"suzuki";"suzuki";"suzuki";0;1;"auto"
"taiheiyo cement";"taiheiyo cement";"taiheiyo cement";0;1;"auto"
"taisei";"taisei";"taisei";0;1;"auto"
"taisho pharmaceutical";"taisho pharmaceutical";"taisho pharmaceutical";0;1;"auto"
"taito";"taito";"taito";0;1;"auto"
"taiyo kogyo";"taiyo kogyo";"taiyo kogyo";0;1;"auto"
"taiyo yuden";"taiyo yuden";"taiyo yuden";0;1;"auto"
"takata";"takata";"takata";0;1;"auto"
"takeda pharmaceutical";"takeda pharmaceutical";"takeda pharmaceutical";0;1;"auto"
"tamiya";"tamiya";"tamiya";0;1;"auto"
"tdk";"tdk";"tdk";0;1;"auto"
"teac";"teac";"teac";0;1;"auto"
"teijin";"teijin";"teijin";0;1;"auto"
"tenyo";"tenyo";"tenyo";0;1;"auto"
"toa";"toa";"toa";0;1;"auto"
"toagosei";"toagosei";"toagosei";0;1;"auto"
"tohatsu";"tohatsu";"tohatsu";0;1;"auto"
"toho";"toho";"toho";0;1;"auto"
"toho zinc";"toho zinc";"toho zinc";0;1;"auto"
"tohoku electric power";"tohoku electric power";"tohoku electric power";0;1;"auto"
"tokuyama";"tokuyama";"tokuyama";0;1;"auto"
"tokyo electric power";"tokyo electric power";"tokyo electric power";0;1;"auto"
"tokyo electron";"tokyo electron";"tokyo electron";0;1;"auto"
"tokyo gas";"tokyo gas";"tokyo gas";0;1;"auto"
"tokyu";"tokyu";"tokyu";0;1;"auto"
"tomy";"tomy";"tomy";0;1;"auto"
"toppan printing";"toppan printing";"toppan printing";0;1;"auto"
"toray";"toray";"toray";0;1;"auto"
"toshiba medical systems";"toshiba";"toshiba";0;1;"auto"
"tosoh";"tosoh";"tosoh";0;1;"auto"
"toto";"toto";"toto";0;1;"auto"
"toyo";"toyo";"toyo";0;1;"auto"
"toyo seikan";"toyo seikan";"toyo seikan";0;1;"auto"
"toyota";"toyota";"toyota";0;1;"auto"
"toyota boshoku";"toyota boshoku";"toyota boshoku";0;1;"auto"
"toyota tsusho";"toyota tsusho";"toyota tsusho";0;1;"auto"
"trend micro";"trend micro";"trend micro";0;1;"auto"
"tsubakimoto chain";"tsubakimoto chain";"tsubakimoto chain";0;1;"auto"
"unitika";"unitika";"unitika";0;1;"auto"
"unicharm";"unicharm";"unicharm";0;1;"auto"
"wacom";"wacom";"wacom";0;1;"auto"
"yamabiko";"yamabiko";"yamabiko";0;1;"auto"
"yamaha";"yamaha";"yamaha";0;1;"auto"
"yamasa";"yamasa";"yamasa";0;1;"auto"
"yamamoto kogaku";"yamamoto kogaku";"yamamoto kogaku";0;1;"auto"
"yamazaki mazak";"yamazaki mazak";"yamazaki mazak";0;1;"auto"
"yaskawa electric";"yaskawa electric";"yaskawa electric";0;1;"auto"
"yazaki";"yazaki";"yazaki";0;1;"auto"
"ykk";"ykk";"ykk";0;1;"auto"
"yokogawa electric";"yokogawa electric";"yokogawa electric";0;1;"auto"
"yokomo";"yokomo";"yokomo";0;1;"auto"
"zebra";"zebra";"zebra";0;1;"auto"
"cas";"cas";"cas";0;1;"auto"
"cj";"cj";"cj";0;1;"auto"
"daelim";"daelim";"daelim";0;1;"auto"
"doosan";"doosan";"doosan";0;1;"auto"
"gs medical";"gs";"gs";0;1;"auto"
"hanwha chemical";"hanwha";"hanwha";0;1;"auto"
"humax";"humax";"humax";0;1;"auto"
"hyosung";"hyosung";"hyosung";0;1;"auto"
"hyundai";"hyundai";"hyundai";0;1;"auto"
"hyundai mobis";"hyundai mobis";"hyundai mobis";0;1;"auto"
"hyundai motor";"hyundai motor";"hyundai motor";0;1;"auto"
"hyundai wia";"hyundai wia";"hyundai wia";0;1;"auto"
"kcc";"kcc";"kcc";0;1;"auto"
"kia motors";"kia motors";"kia motors";0;1;"auto"
"kt";"kt";"kt";0;1;"auto"
"lg chemical";"lg";"lg";0;1;"auto"
"lg display";"lg display";"lg display";0;1;"auto"
"lg electronics";"lg electronics";"lg electronics";0;1;"auto"
"lotte chemical";"lotte";"lotte";0;1;"auto"
"nexon";"nexon";"nexon";0;1;"auto"
"nongshim";"nongshim";"nongshim";0;1;"auto"
"samsung";"samsung";"samsung";0;1;"auto"
"samsung electronics";"samsung electronics";"samsung electronics";0;1;"auto"
"samsung sds";"samsung sds";"samsung sds";0;1;"auto"
"sk innovation";"sk";"sk";0;1;"auto"
"sk hynix";"sk hynix";"sk hynix";0;1;"auto"
"sk telecom";"sk telecom";"sk telecom";0;1;"auto"
"taegutec";"taegutec";"taegutec";0;1;"auto"
"young chang chemical";"young chang";"young chang";0;1;"auto"
"au optronics";"au optronics";"au optronics";0;1;"auto"
"avision";"avision";"avision";0;1;"auto"
"benq";"benq";"benq";0;1;"auto"
"chi mei communication systems";"chi mei";"chi mei";0;1;"auto"
"chicony electronics";"chicony electronics";"chicony electronics";0;1;"auto"
"chroma ate";"chroma ate";"chroma ate";0;1;"auto"
"chunghwa telecom";"chunghwa telecom";"chunghwa telecom";0;1;"auto"
"compal electronics";"compal electronics";"compal electronics";0;1;"auto"
"delta electronics";"delta electronics";"delta electronics";0;1;"auto"
"everlight electronics";"everlight electronics";"everlight electronics";0;1;"auto"
"fareastone telecommunications";"fareastone";"fareastone";0;1;"auto"
"foxconn";"foxconn";"foxconn";0;1;"auto"
"global unichip";"global unichip";"global unichip";0;1;"auto"
"hannstar display";"hannstar display";"hannstar display";0;1;"auto"
"infortrend";"infortrend";"infortrend";0;1;"auto"
"innolux";"innolux";"innolux";0;1;"auto"
"inventec";"inventec";"inventec";0;1;"auto"
"mediatek";"mediatek";"mediatek";0;1;"auto"
"mitac";"mitac";"mitac";0;1;"auto"
"mstar semiconductor";"mstar semiconductor";"mstar semiconductor";0;1;"auto"
"mustek systems";"mustek";"mustek";0;1;"auto"
"nuvoton";"nuvoton";"nuvoton";0;1;"auto"
"pou chen";"pou chen";"pou chen";0;1;"auto"
"powerchip semiconductor";"powerchip semiconductor";"powerchip semiconductor";0;1;"auto"
"quanta computer";"quanta computer";"quanta computer";0;1;"auto"
"silicon integrated systems";"silicon integrated";"silicon integrated";0;1;"auto"
"taiwan sugar";"taiwan sugar";"taiwan sugar";0;1;"auto"
"tecom";"tecom";"tecom";0;1;"auto"
"thermaltake";"thermaltake";"thermaltake";0;1;"auto"
"united microelectronics";"united microelectronics";"united microelectronics";0;1;"auto"
"wistron";"wistron";"wistron";0;1;"auto"
"molinos rio de la plata";"molinos rio de la plata";"molinos rio de la plata";0;1;"auto"
"ypf";"ypf";"ypf";0;1;"auto"
"amcor";"amcor";"amcor";0;1;"auto"
"aristocrat leisure";"aristocrat leisure";"aristocrat leisure";0;1;"auto"
"aurizon operations";"aurizon";"aurizon";0;1;"auto"
"bae systems australia";"bae australia";"bae australia";0;1;"auto"
"chemeq";"chemeq";"chemeq";0;1;"auto"
"ergon energy";"ergon energy";"ergon energy";0;1;"auto"
"florigene";"florigene";"florigene";0;1;"auto"
"goodman fielder";"goodman fielder";"goodman fielder";0;1;"auto"
"incitec pivot";"incitec pivot";"incitec pivot";0;1;"auto"
"macquarie";"macquarie";"macquarie";0;1;"auto"
"metal storm";"metal storm";"metal storm";0;1;"auto"
"nufarm";"nufarm";"nufarm";0;1;"auto"
"orocobre";"orocobre";"orocobre";0;1;"auto"
"pipe networks";"pipe networks";"pipe networks";0;1;"auto"
"queensland rail";"queensland rail";"queensland rail";0;1;"auto"
"santos";"santos";"santos";0;1;"auto"
"stanwell";"stanwell";"stanwell";0;1;"auto"
"sydney water";"sydney water";"sydney water";0;1;"auto"
"transurban";"transurban";"transurban";0;1;"auto"
"aht cooling systems";"aht cooling";"aht cooling";0;1;"auto"
"andritz";"andritz";"andritz";0;1;"auto"
"bene";"bene";"bene";0;1;"auto"
"cisc semiconductor";"cisc semiconductor";"cisc semiconductor";0;1;"auto"
"delfortgroup";"delfortgroup";"delfortgroup";0;1;"auto"
"doka";"doka";"doka";0;1;"auto"
"frequentis";"frequentis";"frequentis";0;1;"auto"
"ge jenbacher";"ge jenbacher";"ge jenbacher";0;1;"auto"
"kapsch";"kapsch";"kapsch";0;1;"auto"
"ktm";"ktm";"ktm";0;1;"auto"
"omv";"omv";"omv";0;1;"auto"
"onepharm";"onepharm";"onepharm";0;1;"auto"
"plansee";"plansee";"plansee";0;1;"auto"
"red bull";"red bull";"red bull";0;1;"auto"
"rhi";"rhi";"rhi";0;1;"auto"
"rosenbauer";"rosenbauer";"rosenbauer";0;1;"auto"
"steyr motors";"steyr motors";"steyr motors";0;1;"auto"
"strabag";"strabag";"strabag";0;1;"auto"
"swarovski";"swarovski";"swarovski";0;1;"auto"
"telekom austria";"telekom austria";"telekom austria";0;1;"auto"
"wienerberger";"wienerberger";"wienerberger";0;1;"auto"
"aveve";"aveve";"aveve";0;1;"auto"
"barco";"barco";"barco";0;1;"auto"
"base";"base";"base";0;1;"auto"
"bekaert";"bekaert";"bekaert";0;1;"auto"
"cockerill sambre";"cockerill sambre";"cockerill sambre";0;1;"auto"
