"organization";"organization_cleaned";"eq_firm";"name_diff";"match";"classified"
"novacam tyechnologies";"novacam tyechnologies";"novacam technologies";1;1;"manual"
"parrish heimbecker";"parrish heimbecker";"parrish  heimbecker";1;1;"manual"
"petro canada";"petro canada";"petrocanada";1;1;"manual"
"potash  of saskatchewan";"potash  of saskatchewan";"potash of saskatchewan";1;1;"manual"
"pratt whitney canada";"pratt whitney canada";"pratt  whitney canada";1;1;"manual"
"snc lavalin";"snc lavalin";"snclavalin";1;1;"manual"
"sun rype";"sun rype";"sunrype";1;1;"manual"
"alibaba  holding";"alibaba ";"alibaba";1;1;"manual"
"alk abelló";"alk abello";"alkabello";1;1;"manual"
"bang olufsen";"bang olufsen";"bang  olufsen";1;1;"manual"
"terma a s";"terma a s";"terma as";1;1;"manual"
"dna oy";"dna oy";"dna oyj";1;1;"manual"
"upm kymmene";"upm kymmene";"upmkymmene";1;1;"manual"
"aerospatiale matra";"aerospatiale matra";"aerospatialematra";1;1;"manual"
"alcatel lucent";"alcatel lucent";"alcatellucent";1;1;"manual"
"rhone poulenc";"rhone poulenc";"rhonepoulenc";1;1;"manual"
"rhone poulenc systems";"rhone poulenc";"rhonepoulenc";1;1;"manual"
"saint gobain";"saint gobain";"saintgobain";1;1;"manual"
"thomson csf";"thomson csf";"thomsoncsf";1;1;"manual"
"benecke kaliko";"benecke kaliko";"beneckekaliko";1;1;"manual"
"blohm voss";"blohm voss";"blohmvoss";1;1;"manual"
"blohm voss holding";"blohm voss";"blohmvoss";1;1;"manual"
"dieffenbacher  kg";"dieffenbacher ";"dieffenbacher";1;1;"manual"
"evonik industrie";"evonik industrie";"evonik industries";1;1;"manual"
"faber castell";"faber castell";"fabercastell";1;1;"manual"
"gruner jahr";"gruner jahr";"gruner  jahr";1;1;"manual"
"hapag lloyd";"hapag lloyd";"hapaglloyd";1;1;"manual"
"heckler koch";"heckler koch";"heckler  koch";1;1;"manual"
"howaldtswerke deutsche werft";"howaldtswerke deutsche werft";"howaldtswerkedeutsche werft";1;1;"manual"
"infineon techonologies";"infineon techonologies";"infineon technologies";1;1;"manual"
"jung hans";"jung hans";"junghans";1;1;"manual"
"knorr bremse";"knorr bremse";"knorrbremse";1;1;"manual"
"koenig bauer";"koenig bauer";"koenig  bauer";1;1;"manual"
"mann hummel";"mann hummel";"mannhummel";1;1;"manual"
"mercedes benz";"mercedes benz";"mercedesbenz";1;1;"manual"
"rohde schwarz";"rohde schwarz";"rohde  schwarz";1;1;"manual"
"steinway sons";"steinway sons";"steinway  sons";1;1;"manual"
"villeroy boch";"villeroy boch";"villeroy  boch";1;1;"manual"
"ziehl abegg se";"ziehl abegg se";"ziehlabegg se";1;1;"manual"
"dr reddy s laboratories";"dr reddy s";"dr reddys";1;1;"manual"
"hero motorcorp";"hero motorcorp";"hero motocorp";1;1;"manual"
"larsen toubro";"larsen toubro";"larsen  toubro";1;1;"manual"
"mahindra mahindra";"mahindra mahindra";"mahindra  mahindra";1;1;"manual"
"danieli  spa";"danieli ";"danieli";1;1;"manual"
"de longhi spa";"de longhi";"delonghi";1;1;"manual"
"rancilio  spa";"rancilio ";"rancilio";1;1;"manual"
"sigma tau";"sigma tau";"sigmatau";1;1;"manual"
"akzo nobel";"akzo nobel";"akzonobel";1;1;"manual"
"apollo vredestein b v";"apollo vredestein b v";"apollo vredestein bv";1;1;"manual"
"stork services b v";"stork b v";"stork bv";1;1;"manual"
"vdl bus coach";"vdl bus coach";"vdl bus  coach";1;1;"manual"
"fisher paykel";"fisher paykel";"fisher  paykel";1;1;"manual"
"new zealand aluminum smelters";"new zealand aluminum smelters";"new zealand aluminium smelters";1;1;"manual"
"solaris bus coach";"solaris bus coach";"solaris bus  coach";1;1;"manual"
"kerry  services";"kerry ";"kerry";1;1;"manual"
"creative technoloy";"creative technoloy";"creative technology";1;1;"manual"
"compania espanola de petroleos  cepsa";"compania espanola de petroleos  cepsa";"compania espanola de petroleos cepsa";1;1;"manual"
"construcciones y auxiliar de ferrocarriles  caf";"construcciones y auxiliar de ferrocarriles  caf";"construcciones y auxiliar de ferrocarriles caf";1;1;"manual"
"axel johnson  ab";"axel johnson  ab";"axel johnson ab";1;1;"manual"
"vida  ab";"vida  ab";"vida ab";1;1;"manual"
"caran d ache";"caran d ache";"caran dache";1;1;"manual"
"girard perregaux";"girard perregaux";"girardperregaux";1;1;"manual"
"hoffmann la roche";"hoffmann la roche";"hoffmannla roche";1;1;"manual"
"lindt sprüngli";"lindt sprungli";"lindt  sprungli";1;1;"manual"
"mb microtec";"mb microtec";"mbmicrotec";1;1;"manual"
"st ericsson";"st ericsson";"stericsson";1;1;"manual"
"caesarstone sdot yam";"caesarstone sdot yam";"caesarstone sdotyam";1;1;"manual"
"shopping com";"shopping com";"shoppingcom";1;1;"manual"
"strauss elite";"strauss elite";"strausselite";1;1;"manual"
"wix com";"wix com";"wixcom";1;1;"manual"
"allen hanburys";"allen hanburys";"allen  hanburys";1;1;"manual"
"glaxo wellcome";"glaxo wellcome";"glaxowellcome";1;1;"manual"
"rolls royce";"rolls royce";"rollsroyce";1;1;"manual"
"imperial chemical industrices";"imperial industrices";"imperial industries";1;1;"manual"
"rolls royce motor cars";"rolls royce motor cars";"rollsroyce motor cars";1;1;"manual"
"rolls royce motors";"rolls royce motors";"rollsroyce motors";1;1;"manual"
"orthotics";"orthotics";"orthotic";1;1;"manual"
"thornton ross";"thornton ross";"thornton  ross";1;1;"manual"
"harmworth";"harmworth";"harworth";1;1;"manual"
"audio technica";"audio technica";"audiotechnica";1;1;"manual"
"daikin industris";"daikin industris";"daikin industries";1;1;"manual"
"fuji xerox xo";"fuji xerox xo";"fuji xerox co";1;1;"manual"
"hi lex";"hi lex";"hilex";1;1;"manual"
"kajita construction";"kajita construction";"kajima construction";1;1;"manual"
"kurita water industrie";"kurita water industrie";"kurita water industries";1;1;"manual"
"maruho";"maruho";"maruhon";1;1;"manual"
"mitsubishi heavy indusries";"mitsubishi heavy indusries";"mitsubishi heavy industries";1;1;"manual"
"nachi fujikoshi";"nachi fujikoshi";"nachifujikoshi";1;1;"manual"
"nippon chemi con";"nippon chemi con";"nippon chemicon";1;1;"manual"
"nippon steel sumitomo metal";"nippon steel sumitomo metal";"nippon steel  sumitomo metal";1;1;"manual"
"san ai oil";"san ai oil";"sanai oil";1;1;"manual"
"sumitomo heavy industrries";"sumitomo heavy industrries";"sumitomo heavy industries";1;1;"manual"
"sumitomo metal indusries";"sumitomo metal indusries";"sumitomo metal industries";1;1;"manual"
"sumitomo rubber indusiries";"sumitomo rubber indusiries";"sumitomo rubber industries";1;1;"manual"
"ubeindustries";"ubeindustries";"ube industries";1;1;"manual"
"ube indrustries";"ube indrustries";"ube industries";1;1;"manual"
"yamaha motor";"yamaha motor";"yamaha motors";1;1;"manual"
"cheil indistries";"cheil indistries";"cheil industries";1;1;"manual"
"doosan construction";"doosan construction";"doosan  construction";1;1;"manual"
"gamepark";"gamepark";"game park";1;1;"manual"
"hankook tire";"hankook tire";"hankook tires";1;1;"manual"
"hyundai motor campany";"hyundai motor campany";"hyundai motor company";1;1;"manual"
"ls cable system";"ls cable system";"ls cable  system";1;1;"manual"
"samsung c t";"samsung c t";"samsung ct";1;1;"manual"
"samsung electro mechanics";"samsung electro mechanics";"samsung electromechanics";1;1;"manual"
"sk c c";"sk c c";"sk cc";1;1;"manual"
"stx offshore shipbuilding";"stx offshore shipbuilding";"stx offshore  shipbuilding";1;1;"manual"
"chain tech";"chain tech";"chaintech";1;1;"manual"
"edison opto";"edison opto";"edisonopto";1;1;"manual"
"lite on";"lite on";"liteon";1;1;"manual"
"via technolgies";"via technolgies";"via technologies";1;1;"manual"
"mail ru";"mail ru";"mailru";1;1;"manual"
"vsmpo avisma";"vsmpo avisma";"vsmpoavisma";1;1;"manual"
